,Toh Numbers,,ཆོས་ཚན།,,མཆན།,མཚན་བྱང་རྐྱང་པ།,Taiwan Tengyur Calculator,ཀུན་གསལ་མེ་ལོང་།,,རབ་བརྟན་གྱི་མཆན།,དབུ།,First Images,རྒྱབ་འདུན།,དབུ་ཤོག་ཐིག་གྲངས།,ཤོག་ངོས་གཞན་གྱི་ཐིག་གྲངས།,ཞབས།,རྒྱབ་འདུན།,ཞབས་ཀྱི་ཐིག་གྲངས།,ཤོག་ངོས་༡ པོའི་ཐིག་གྲངས།,ཤོག་ངོས་༢ པའི་ཐིག་གྲངས།,,,,,
556,T4151,556_སྐྱེས་པའི་རབས་ཀྱི་རྒྱ་ཆེར་བཤད་པ།.txt,556_སྐྱེས་པའི་རབས་ཀྱི་རྒྱ་ཆེར་བཤད་པ།_conc.txt,,,སྐྱེས་པའི་རབས་ཀྱི་རྒྱ་ཆེར་བཤད་པ,༤༡༥༡་སྐྱེས་རབས་ཧུ,སྐྱེས་རབས། ཧུ།,4151,,,http://iiif.bdrc.io/bdr:V23703_I1484::14840272.tif/full/full/0/default.jpg,,,,,,,,,,,,,
557,T4138,557_གཞུང་ལུགས་ཀྱི་བྱེ་བྲག་བཀོད་པའི་འཁོར་ལོ།.txt,557_གཞུང་ལུགས་ཀྱི་བྱེ་བྲག་བཀོད་པའི་འཁོར་ལོ།_conc.txt,,,གཞུང་ལུགས་ཀྱི་བྱེ་བྲག་བཀོད་པའི་འཁོར་ལོ,༤༡༣༨་འདུལ་བ་སུ,འདུལ་བ། སུ།93,4138,,,http://iiif.bdrc.io/bdr:V23703_I1483::14830283.tif/full/full/0/default.jpg,,,,,,,,,,,,,
558,T4068,558_ཕུང་པོ་ལྔའི་བཤད་པ།.txt,558_ཕུང་པོ་ལྔའི་བཤད་པ།_conc.txt,,,ཕུང་པོ་ལྔའི་བཤད་པ,༤༠༦༨་སེམས་ཙམ་སི,སེམས་ཙམ། 1སི། 77,4068,,,http://iiif.bdrc.io/bdr:V23703_I1453::14530065.tif/full/full/0/default.jpg,,,,,,,,,,,,,
559,T3133,559_དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ།.txt,559_དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ།_conc.txt,,,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ,༣༡༣༣་རྒྱུད་པུ,རྒྱུད། པུ། 38,3133,,,http://iiif.bdrc.io/bdr:V23703_I1390::13900551.tif/full/full/0/default.jpg,,,,,,,,,,,,,
5-5,T1816,5-5_བདུད་རྩི་འཁྱིལ་པའི་སྒྲུབ་ཐབས།.txt,5-5_བདུད་རྩི་འཁྱིལ་པའི་སྒྲུབ་ཐབས།_conc.txt,,,བདུད་རྩི་འཁྱིལ་པའི་སྒྲུབ་ཐབས,༡༨༡༦་རྒྱུད་ངི,རྒྱུད། ངི 18,1816,,,http://iiif.bdrc.io/bdr:V23703_I1351::13510419.tif/full/full/0/default.jpg,,,,,,,,,,,,,
560,T2508,560_དཀྱིལ་འཁོར་གྱི་ཐིག་གི་ཆོ་ག།.txt,560_དཀྱིལ་འཁོར་གྱི་ཐིག་གི་ཆོ་ག།_conc.txt,,,དཀྱིལ་འཁོར་གྱི་ཐིག་གི་ཆོ་ག,༢༥༠༨་རྒྱུད་རི,རྒྱུད། རི། 28,2508,,,http://iiif.bdrc.io/bdr:V23703_I1372::13720432.tif/full/full/0/default.jpg,,,,,,,,,,,,,
561,T2637,561_ངན་སོང་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བའི་རོའི་སྦྱིན་སྲེག་གི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག.txt,561_ངན་སོང་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བའི་རོའི་སྦྱིན་སྲེག་གི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག_conc.txt,,,ངན་སོང་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བའི་རོའི་སྦྱིན་སྲེག་གི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག,༢༦༣༧་རྒྱུད་ཇུ,རྒྱུད། ཇུ 34,2637,,,http://iiif.bdrc.io/bdr:V23703_I1384::13840416.tif/full/full/0/default.jpg,,,,,,,,,,,,,
562,T1162,562_བཅོམ་ལྡན་འདས་ལ་བསྟོད་པ་དཔལ་རྡོ་རྗེ་འཛིན་གྱི་དབྱངས།.txt,562_བཅོམ་ལྡན་འདས་ལ་བསྟོད་པ་དཔལ་རྡོ་རྗེ་འཛིན་གྱི་དབྱངས།_conc.txt,,,བཅོམ་ལྡན་འདས་ལ་བསྟོད་པ་དཔལ་རྡོ་རྗེ་འཛིན་གྱི་དབྱངས,༡༡༦༢་བསྟོད་ཚོགས་ཀ,བསྟོད་ཚོགས་ཀ།1,1162,,,,,,,,,,,,,,,,
563,T1191,563_རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་དགྱེས་པའི་རྡོ་རྗེའི་དཀའ་འགྲེལ་སྤྱན་འབྱེད།.txt,563_རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་དགྱེས་པའི་རྡོ་རྗེའི་དཀའ་འགྲེལ་སྤྱན་འབྱེད།_conc.txt,,,རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་དགྱེས་པའི་རྡོ་རྗེའི་དཀའ་འགྲེལ་སྤྱན་འབྱེད,༡༡༩༡་རྒྱུད་ང,རྒྱུད། ང 3,1191,,,http://iiif.bdrc.io/bdr:V23703_I1321::13210474.tif/full/full/0/default.jpg,,,,,,,,,,,,,
564,T1771,564_ནག་པོ་ཆེན་པོ་སྒྲུབ་པའི་ཐབས།.txt,564_ནག་པོ་ཆེན་པོ་སྒྲུབ་པའི་ཐབས།_conc.txt,,,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས,༡༧༧༡་རྒྱུད་ཤ,རྒྱུད། ཤ།14,1771,,,http://iiif.bdrc.io/bdr:V23703_I1344::13440536.tif/full/full/0/default.jpg,,,,,,,,,,,,,
565_,T1838,565__རིམ་ལྔའི་དཀའ་འགྲེལ།.txt,565__རིམ་ལྔའི་དཀའ་འགྲེལ།_conc.txt,,,རིམ་པ་ལྔ་པའི་དཀའ་འགྲེལ,༡༨༣༨་རྒྱུད་ཆི,རྒྱུད། ཆི19,1838,,,http://iiif.bdrc.io/bdr:V23703_I1353::13530004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
566,N1901,566_གྲུབ་མཐའ་བདུན་པ།.txt,566_གྲུབ་མཐའ་བདུན་པ།_conc.txt,,,གྲུབ་མཐའ་བདུན་པ,-,རྒྱུད། ཝི།26,,,,,,,,,,,,,,,,,
567,T2447,567_རྔོན་པ་བ་ཆེན་པོས་ཀ་མ་ལ་ཤཱི་ལ་ལ་བསྒོམ་པའི་བརྡ་བསྟན་པ།.txt,567_རྔོན་པ་བ་ཆེན་པོས་ཀ་མ་ལ་ཤཱི་ལ་ལ་བསྒོམ་པའི་བརྡ་བསྟན་པ།_conc.txt,,,རྔོན་པ་བ་ཆེན་པོས་ཀ་མ་ལ་ཤཱི་ལ་ལ་བསྒོམ་པའི་བརྡ་བསྟན་པ,༢༤༤༧་རྒྱུད་ཟི,རྒྱུད། ཟི27,2447,,,http://iiif.bdrc.io/bdr:V23703_I1369::13690163.tif/full/full/0/default.jpg,,,,,,,,,,,,,
,T1817,5-6 གསང་བ་འདུས་པའི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ།.txt,5-6 གསང་བ་འདུས་པའི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ།_conc.txt,,,གསང་བ་འདུས་པའི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ,༡༨༡༧་རྒྱུད་ངི,རྒྱུད། ངི 18,1817,,,http://iiif.bdrc.io/bdr:V23703_I1351::13510422.tif/full/full/0/default.jpg,,,,,,,,,,,,,
5-7,T2733,5-7_ཐུགས་རྗེ་ཆེན་པོ་ལ་སྨྲེ་སྔགས་ཀྱིས་བསྟོད་བྱིན་རླབས་ཅན།.txt,5-7_ཐུགས་རྗེ་ཆེན་པོ་ལ་སྨྲེ་སྔགས་ཀྱིས་བསྟོད་བྱིན་རླབས་ཅན།_conc.txt,,,ཐུགས་རྗེ་ཆེན་པོ་ལ་སྨྲེ་སྔགས་ཀྱིས་བསྟོད་བྱིན་རླབས་ཅན་,༢༧༣༣་རྒྱུད་ནུ,རྒྱུད། ནུ། 37,2733,,,,,,,,,,,,,,,,
5-8,T3860,5-8_དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ།.txt,5-8_དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ།_conc.txt,,,དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ,༣༨༦༠་དབུ་མ་འ,དབུ་མ། འ 60,3860,,,http://iiif.bdrc.io/bdr:V23703_I1418::14180004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
5-9,T3861,5-9_དབུ་མ་ལ་འཇུག་པ།.txt,5-9_དབུ་མ་ལ་འཇུག་པ།_conc.txt,,,དབུ་མ་ལ་འཇུག་པ,-,དབུ་མ། འ 60,,,,http://iiif.bdrc.io/bdr:V23703_I1418::14180403.tif/full/full/0/default.jpg,,,,,,,,,,,,,
6-1,T3871,6-1_བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།.txt,6-1_བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།_conc.txt,,,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ,༣༨༧༡་དབུ་མ་ལ,དབུ་མ། ལ 61,3871,,,http://iiif.bdrc.io/bdr:V23703_I1421::14210003.tif/full/full/0/default.jpg,,,,,,,,,,,,,
6-2,T3939,6-2_བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ།.txt,6-2_བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ།_conc.txt,,,བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ,༣༩༣༩་དབུ་མ་ཁི,དབུ་མ། ཁི། 64,3939,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
6-3,T3940,6-3_བསླབ་པ་ཀུན་ལས་བཏུས་པ།.txt,6-3_བསླབ་པ་ཀུན་ལས་བཏུས་པ།.txt,,,བསླབ་པ་ཀུན་ལས་བཏུས་པ,༣༩༤༠་དབུ་མ་ཁི,དབུ་མ། ཁི། 64,3940,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270007.tif/full/full/0/default.jpg,,,,,,,,,,,,,
6-4,T3941,6-4_དེ་བཞིན་གཤེགས་པའི་སྙིང་པོ་ཡེ་གེ་བརྒྱ་པའི་བསྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག.txt,6-4_དེ་བཞིན་གཤེགས་པའི་སྙིང་པོ་ཡེ་གེ་བརྒྱ་པའི་བསྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག_conc.txt,,,དེ་བཞིན་གཤེགས་པའི་སྙིང་པོ་ཡེ་གེ་བརྒྱ་པའི་བསྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག,༣༩༤༡་དབུ་མ་ཁི,དབུ་མ། ཁི། 64,3941,,,http://iiif.bdrc.io/bdr:V23703_I1427::14270390.tif/full/full/0/default.jpg,,,,,,,,,,,,,
6-5,T4004,6-5_འཕགས་པ་འདའ་ཀ་ཡེ་ཤེས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་འགྲེལ་པ།.txt,6-5_འཕགས་པ་འདའ་ཀ་ཡེ་ཤེས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་འགྲེལ་པ།_conc.txt,,,འཕགས་པ་འདའ་ཀ་ཡེ་ཤེས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་འགྲེལ་པ,༤༠༠༤་མདོ་འགྲེལ་ཇི,མདོ་སྡེ། ཇི། 67,4004,,,http://iiif.bdrc.io/bdr:V23703_I1432::14320349.tif/full/full/0/default.jpg,,,,,,,,,,,,,
6-7,T4383,6-7_བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་སྨོན་ལམ།.txt,6-7_བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་སྨོན་ལམ།_conc.txt,,,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་སྨོན་ལམ,༤༣༨༣་སྣ་ཚོགས་ཉོ,སྣ་ཚོགས། ཉོ། 116,4383,,,,,,,,,,,,,,,,
7-10,T4239,7-10_རྩོད་པའི་རིགས་པའི་འགྲེལ་པ་དོན་རྣམ་པར་འབྱེད་པ།.txt,7-10_རྩོད་པའི་རིགས་པའི་འགྲེལ་པ་དོན་རྣམ་པར་འབྱེད་པ།_conc.txt,,,རྩོད་པའི་རིགས་པའི་འགྲེལ་པ་དོན་རྣམ་པར་འབྱེད་པ,༤༢༣༩་ཚད་མ་ཞེ,ཚད་མ། ཞེ། 106,4239,,,http://iiif.bdrc.io/bdr:V23703_I1506::15060103.tif/full/full/0/default.jpg,,,,,,,,,,,,,
7-11,T3132,7-11_དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་མདོ་སྡེའི་མན་ངག.txt,7-11_དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་མདོ་སྡེའི་མན་ངག_conc.txt,,,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་མདོ་སྡེའི་མན་ངག,༣༡༣༢་རྒྱུད་པུ,རྒྱུད། པུ 38,3132,,,http://iiif.bdrc.io/bdr:V23703_I1390::13900493.tif/full/full/0/default.jpg,,,,,,,,,,,,,
,T3134,7-12 དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པ།.txt,7-12 དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པ།_conc.txt,,,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པ་ཞེས་བྱ་བའི་མདོ་སྡེ་བཀླག་ཅིང་དེ་བཞིན་གཤེགས་པ་བདུན་མཆོད་དེ། སྨོན་ལམ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་ཏེ་རིམ་པར་བཀླག་པ,༣༡༣༤་རྒྱུད་པུ,རྒྱུད། པུ 38,3134,,,http://iiif.bdrc.io/bdr:V23703_I1390::13900592.tif/full/full/0/default.jpg,,,,,,,,,,,,,
7-13,T3068,7-13_འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པའི་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ།.txt,7-13_འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པའི་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ།_conc.txt,,,འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པའི་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ,༣༠༦༨་རྒྱུད་པུ,རྒྱུད། པུ། 38,3068,,,http://iiif.bdrc.io/bdr:V23703_I1390::13900281.tif/full/full/0/default.jpg,,,,,,,,,,,,,
7-14,T3069,7-14_འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པར་སྣང་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདམ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བསྡུས་པ།.txt,7-14_འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པར་སྣང་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདམ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བསྡུས་པ།_conc.txt,,,འཕགས་པ་ཀུན་ནས་སྒོར་འཇུག་པའི་འོད་ཟེར་གཙུག་ཏོར་དྲི་མ་མེད་པར་སྣང་གཟུངས་བཀླག་ཅིང་མཆོད་རྟེན་བརྒྱ་རྩ་བརྒྱད་དམ་མཆོད་རྟེན་ལྔ་གདམ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བསྡུས་པ,༣༠༦༩་རྒྱུད་པུ,རྒྱུད། པུ། 38,3069,,,http://iiif.bdrc.io/bdr:V23703_I1390::13900307.tif/full/full/0/default.jpg,,,,,,,,,,,,,
,T2678,7-15 རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་བཤད་པ།.txt,7-15 རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་བཤད་པ།_conc.txt,,,རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་བཤད་པ,༢༦༧༨་རྒྱུད་ཐུ,རྒྱུད། ཐུ། 36,2678,,,http://iiif.bdrc.io/bdr:V23703_I1387::13870314.tif/full/full/0/default.jpg,,,,,,,,,,,,,
7-1,T1163,7-1_བཅོམ་ལྡན་འདས་ལ་བསྟོད་པ་དཔལ་རྡོ་རྗེ་འཛིན་གྱི་དབྱངས་ཀྱི་རྒྱ་ཆེར་བཤད་པ།.txt,7-1_བཅོམ་ལྡན་འདས་ལ་བསྟོད་པ་དཔལ་རྡོ་རྗེ་འཛིན་གྱི་དབྱངས་ཀྱི་རྒྱ་ཆེར་བཤད་པ།_conc.txt,,,བཅོམ་ལྡན་འདས་ལ་བསྟོད་པ་དཔལ་རྡོ་རྗེ་འཛིན་གྱི་དབྱངས་ཀྱི་རྒྱ་ཆེར་བཤད་པ,༡༡༦༣་བསྟོད་ཚོགས་ཀ,བསྟོད་ཚོགས་ཀ 1,1163,,,,,,,,,,,,,,,,
7-2,T1166,7-2_དེ་བཞིན་གཤེགས་པ་བརྒྱད་ལ་བསྟོད་པ།.txt,7-2_དེ་བཞིན་གཤེགས་པ་བརྒྱད་ལ་བསྟོད་པ།_conc.txt,,,དེ་བཞིན་གཤེགས་པ་བརྒྱད་ལ་བསྟོད་པ,༡༡༦༦་བསྟོད་ཚོགས་ཀ,བསྟོད་ཚོགས་ཀ 1,1166,,,,,,,,,,,,,,,,
7-3,T3708,7-3_དེ་ཁོ་ན་ཉིད་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།.txt,7-3_དེ་ཁོ་ན་ཉིད་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།_conc.txt,,,དེ་ཁོ་ན་ཉིད་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,༣༧༠༨་རྒྱུད་ཙུ,རྒྱུད། ཙུ 41,3708,,,http://iiif.bdrc.io/bdr:V23703_I1394::13940054.tif/full/full/0/default.jpg,,,,,,,,,,,,,
7-4,T3883,7-4_བདེན་པ་གཉིས་རྣམ་པར་འབྱེད་པའི་དཀའ་འགྲེལ།.txt,7-4_བདེན་པ་གཉིས་རྣམ་པར་འབྱེད་པའི་དཀའ་འགྲེལ།_conc.txt,,,བདེན་པ་གཉིས་རྣམ་པར་འབྱེད་པའི་དཀའ་འགྲེལ,༣༨༨༣་དབུ་མ་ས,དབུ་མ། ས། 62,3883,,,http://iiif.bdrc.io/bdr:V23703_I1423::14230032.tif/full/full/0/default.jpg,,,,,,,,,,,,,
,T3884,7-5 དབུ་མ་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པ།.txt,7-5 དབུ་མ་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པ།_conc.txt,,,དབུ་མ་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པ,༣༨༨༤་དབུ་མ་ས,དབུ་མ། ས། 62,3884,,,http://iiif.bdrc.io/bdr:V23703_I1423::14230107.tif/full/full/0/default.jpg,,,,,,,,,,,,,
,T3885,7-6 དབུ་མའི་རྒྱན་གྱི་འགྲེལ་པ།.txt,7-6 དབུ་མའི་རྒྱན་གྱི་འགྲེལ་པ།_conc.txt,,,དབུ་མའི་རྒྱན་གྱི་འགྲེལ་པ,༣༨༨༥་དབུ་མ་ས,དབུ་མ། ས། 62,3885,,,http://iiif.bdrc.io/bdr:V23703_I1423::14230114.tif/full/full/0/default.jpg,,,,,,,,,,,,,
7-7,T4266,7-7_དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།.txt,7-7_དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།.txt,,,དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ,༤༢༦༦་ཚད་མ་ཟེ,ཚད་མ། ཟེ། 107,4266,,,http://iiif.bdrc.io/bdr:V23703_I1507::15070004.tif/full/full/0/default.jpg,,,,,,,,,,,,,
7-8,T1316,7-8_ཀྱེའི་རྡོ་རྗེ་ལས་བྱུང་བའི་ཀུ་རུ་ཀུལླེའི་མན་ངག་ཆེན་པོ་ལྔ།.txt,7-8_ཀྱེའི་རྡོ་རྗེ་ལས་བྱུང་བའི་ཀུ་རུ་ཀུལླེའི་མན་ངག་ཆེན་པོ་ལྔ།_conc.txt,,,ཀྱེའི་རྡོ་རྗེ་ལས་བྱུང་བའི་ཀུ་རུ་ཀུལླེའི་མན་ངག་ཆེན་པོ་ལྔ,༡༣༡༦་རྒྱུད་ཏ,རྒྱུད་ ཏ 5,1316,,,http://iiif.bdrc.io/bdr:V23703_I1326::13260486.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-10,T1933,8-10_མཎྜལ་གྱི་ཆོ་ག་ཞེས་བྱ་བ།.txt,8-10_མཎྜལ་གྱི་ཆོ་ག་ཞེས་བྱ་བ།_conc.txt,,,མཎྜལ་གྱི་ཆོ་ག,༡༩༣༣་རྒྱུད་མི,རྒྱུད། ཞི 26,1933,,,http://iiif.bdrc.io/bdr:V23703_I1363::13630115.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-11,T2325,8-11_དེ་ཁོ་ན་ཉིད་ཕྱག་རྒྱ་ཆེན་པོ་ཡི་གེ་མེད་པའི་མན་ངག.txt,8-11_དེ་ཁོ་ན་ཉིད་ཕྱག་རྒྱ་ཆེན་པོ་ཡི་གེ་མེད་པའི་མན་ངག_conc.txt,,,དེ་ཁོ་ན་ཉིད་ཕྱག་རྒྱ་ཆེན་པོ་ཡི་གེ་མེད་པའི་མན་ངག,༢༣༢༥་རྒྱུད་ཞི,རྒྱུད། ཞི 26,2325,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680534.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-12,T2326,8-12_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྒྲུབ་ཐབས།.txt,8-12_ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྒྲུབ་ཐབས།_conc.txt,,,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྒྲུབ་ཐབས,༢༣༢༦་རྒྱུད་ཞི,རྒྱུད། ཞི 26,2326,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680536.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-13,T2327,8-13_རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས།.txt,8-13_རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས།_conc.txt,,,རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས,-,རྒྱུད། ཞི 26,,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680537.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-14,T2328,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས།.txt,8-14_རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས།_conc.txt,,,རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས,༢༣༢༨་རྒྱུད་ཞ,རྒྱུད། ཞི 26,2328,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680539.tif/full/full/0/default.jpg,,,,,,,,,,,,,
8-15,T2329,8-15_འཇམ་པ་ཁྲོ་བོར་སྒྲུབ་པ།.txt,8-15_འཇམ་པ་ཁྲོ་བོར་སྒྲུབ་པ།_conc.txt,,,འཇམ་པ་ཁྲོ་བོར་སྒྲུབ་པ,༢༣༢༩་རྒྱུད་ཞི,རྒྱུད། ཞི 26,2329,,,http://iiif.bdrc.io/bdr:V23703_I1368::13680540.tif/full/full/0/default.jpg,,,,,,,,,,,,,
