ཨང།,ཆོས་མཚན།,ཆོས་མཚན,Is Derge,,སྡེ་ཚན། སྤྱིའི་དེབ་གྲངས།,མཛད་པ་པོ།,མཚན་གཅིག་གྱུར།,དཔེ་བསྡུར་གྱི་ཤོག་གྲངས།,པེ་ཅིང་ཤོག་གྲངས།,སྡེ་དགེའི་ཤོག་གྲངས།,ཆོས་ཚན་ཨང།
194,དབུ་མ་ལ་འཇུག་པ་ཞེས་བྱ་བ།,དབུ་མ་ལ་འཇུག་པ,,5-10,དབུ་མ། འ 60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,༠༥-ཟླ་བ་གྲགས་པ།,555-597,འ245ན-264བ,འ201བ-219ན,
195,དབུ་མ་ལ་འཇུག་པའི་བཤད་པ་ཞེས་བྱ་བ།,དབུ་མ་ལ་འཇུག་པའི་བཤད་པ,,5-11,དབུ་མ། འ 60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,༠༥-ཟླ་བ་གྲགས་པ།,600-909,འ264བ-411བ,འ220བ-348ན,
196,དབུ་མ་ཤེས་རབ་ལ་འཇུག་པ་ཞེས་བྱ་བ།,དབུ་མ་ཤེས་རབ་ལ་འཇུག་པ,,5-12,དབུ་མ། འ 60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,༠༥-ཟླ་བ་གྲགས་པ།,929-931,འ411བ-414ན,འ348བ-349བ,
197,རིགས་པ་དྲུག་ཅུ་པའི་འགྲེལ་པ།,རིགས་པ་དྲུག་ཅུ་པའི་འགྲེལ་པ,,5-13,དབུ་མ། ཡ 60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,༠༥-ཟླ་བ་གྲགས་པ།,935-1003,ཡ1བ-33བ,ཡ1བ-30བ,
198,བྱང་ཆུབ་སེམས་དཔའི་རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པའི་རྒྱ་ཆེར་འགྲེལ་པ།,བྱང་ཆུབ་སེམས་དཔའི་རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པའི་རྒྱ་ཆེར་འགྲེལ་པ,,5-14,དབུ་མ། ཡ 60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,༠༥-ཟླ་བ་གྲགས་པ།,1008-1496,ཡ33བ-273བ,ཡ30བ-239ན,
199,ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ།,ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ,,5-15,དབུ་མ། ཡ 60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,༠༥-ཟླ་བ་གྲགས་པ།,1535-1602,ཡ273བ-305བ,ཡ239བ-266བ,
200,སྟོང་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ།,སྟོང་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ,,5-16,དབུ་མ། ཡ 60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,༠༥-ཟླ་བ་གྲགས་པ།,1606-1768,ཡ305བ-381བ,ཡ267ན-336བ,
201,གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་བདུན་ཅུ་པ།,གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་བདུན་ཅུ་པ,,5-17,དབུ་མ། གི 65,ཟླ་བ་གྲགས་པ།,༠༥-ཟླ་བ་གྲགས་པ།,685-692,ཁི291ན-295ན,གི241ན-253བ,
202,རྣལ་འབྱོར་ཆེན་པོའི་རྒྱུད་དཔལ་གསང་བ་འདུས་པའི་གཏོར་མའི་ཆོ་ག,རྣལ་འབྱོར་ཆེན་པོའི་རྒྱུད་དཔལ་གསང་བ་འདུས་པའི་གཏོར་མའི་ཆོ་ག,,,རྒྱུད། ངི 18,ཤཱནྟ་དེ་བ།,༠༦-ཞི་བ་ལྷ།,769-772,གི266ན-266བ,ངི278ན-279ན,
203,ལྷན་ཅིག་སྐྱེས་པའི་གླུ།,ལྷན་ཅིག་སྐྱེས་པའི་གླུ,,,རྒྱུད། ཟི། 27,ཤཱནྟ་དེ་བ།,༠༦-ཞི་བ་ལྷ།,3-6,ཚི2བ-2བ,ཟི2ན-2བ,
204,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ,,6-1,དབུ་མ། ལ 61,རྒྱལ་སྲས་ཞི་བ་ལྷ།,༠༦-ཞི་བ་ལྷ།,951-1039,ལ1བ-45ན,ལ1བ-40ན,
205,བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ།,བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ,,6-2,དབུ་མ། ཁི། 64,ཞི་བ་ལྷ།,༠༦-ཞི་བ་ལྷ།,1004-1008,ཀི1བ-3ན,ཁི1བ-3ན,
206,བསླབ་པ་ཀུན་ལས་བཏུས་པ།,བསླབ་པ་ཀུན་ལས་བཏུས་པ,,6-3,དབུ་མ། ཁི། 64,སློབ་དཔོན་ཞི་བ་ལྷ།,༠༦-ཞི་བ་ལྷ།,1009-1477,ཀི3ན-225བ,ཁི3ན-194བ,
207,དེ་བཞིན་གཤེགས་པའི་སྙིང་པོ་ཡེ་གེ་བརྒྱ་པའི་བསྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག,དེ་བཞིན་གཤེགས་པའི་སྙིང་པོ་ཡེ་གེ་བརྒྱ་པའི་བསྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག,,6-4,དབུ་མ། ཁི། 64,སློབ་དཔོན་ཞི་བ་ལྷ།,༠༦-ཞི་བ་ལྷ།,1520-1522,ཀི225བ-226བ,ཁི194བ-195བ,
208,འཕགས་པ་འདའ་ཀ་ཡེ་ཤེས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་འགྲེལ་པ།,འཕགས་པ་འདའ་ཀ་ཡེ་ཤེས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་འགྲེལ་པ,,6-5,མདོ་སྡེ། ཇི། 67,སློབ་དཔོན་ཞི་བ་ལྷ།,༠༦-ཞི་བ་ལྷ།,456-466,ཇི209བ-215ན,ཇི174ན-178ན,
209,མོ་རྩིས་འཇམ་པའི་དབྱངས་ཞེས་བྱ་བ།,མོ་རྩིས་འཇམ་པའི་དབྱངས,,,སྣ་ཚོགས། ངོ། 114,དཔལ་ལྡན་ཞི་བ་ལྷ།,༠༦-ཞི་བ་ལྷ།,1244-1258,གོ98ན-103བ,འདི་མི་གསལ།,
210,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་སྨོན་ལམ།,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་སྨོན་ལམ,,6-7,སྣ་ཚོགས། ཉོ། 116,སློབ་དཔོན་ཆེན་པོ་ཞི་བ་ལྷ།,༠༦-ཞི་བ་ལྷ།,1661-1668,མོ300ན-305ན,ཉོ312ན-315ན,
211,བཅོམ་ལྡན་འདས་ལ་བསྟོད་པ་དཔལ་རྡོ་རྗེ་འཛིན་གྱི་དབྱངས་ཀྱི་རྒྱ་ཆེར་བཤད་པ།,བཅོམ་ལྡན་འདས་ལ་བསྟོད་པ་དཔལ་རྡོ་རྗེ་འཛིན་གྱི་དབྱངས་ཀྱི་རྒྱ་ཆེར་བཤད་པ,,7-1,བསྟོད་ཚོགས་ཀ 1,སློབ་དཔོན་ཞི་བ་འཚོ།,༠༧-ཞི་བ་འཚོ།,677-691,ཀ270བ-277བ,ཀ231བ-237ན,55
212,དེ་བཞིན་གཤེགས་པ་བརྒྱད་ལ་བསྟོད་པ།,དེ་བཞིན་གཤེགས་པ་བརྒྱད་ལ་བསྟོད་པ,,7-2,བསྟོད་ཚོགས་ཀ 1,སློབ་དཔོན་ཞི་བ་འཚོ།,༠༧-ཞི་བ་འཚོ།,699-702,ཀ278བ-279བ,ཀ238ན-239ན,58
213,ཀྱེའི་རྡོ་རྗེ་ལས་བྱུང་བའི་ཀུ་རུ་ཀུལླེའི་མན་ངག་ཆེན་པོ་ལྔ།,ཀྱེའི་རྡོ་རྗེ་ལས་བྱུང་བའི་ཀུ་རུ་ཀུལླེའི་མན་ངག་ཆེན་པོ་ལྔ,,7-8,རྒྱུད་ ཏ 5,སློབ་དཔོན་ཞི་བ་འཚོ།,༠༧-ཞི་བ་འཚོ།,1632-1635,ཟ122བ-123བ,ཏ242བ-243བ,52
214,རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་བཤད་པ།,རྡོ་རྗེ་རྣམ་པར་འཇོམས་པ་ཞེས་བྱ་བའི་གཟུངས་ཀྱི་བཤད་པ,,7-15,རྒྱུད། ཐུ། 36,མཁན་ཆེན་ཞི་བ་འཚོ།,༠༧-ཞི་བ་འཚོ།,431-444,ཆུ158བ-164བ,ཐུ156བ-161བ,
215,དེ་ཁོ་ན་ཉིད་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,དེ་ཁོ་ན་ཉིད་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ,,7-3,རྒྱུད། ཙུ 41,སློབ་དཔོན་ཞི་བ་འཚོ།,༠༧-ཞི་བ་འཚོ།,71-103,ནུ28ན-42བ,ཙུ26བ-39ན,
216,བདེན་པ་གཉིས་རྣམ་པར་འབྱེད་པའི་དཀའ་འགྲེལ།,བདེན་པ་གཉིས་རྣམ་པར་འབྱེད་པའི་དཀའ་འགྲེལ,,7-4,དབུ་མ། ས། 62,སློབ་དཔོན་ཞི་བ་འཚོ།,༠༧-ཞི་བ་འཚོ།,793-888,ས1བ-48བ,ས15བ-52བ,
217,དབུ་མ་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པ།,དབུ་མ་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པ,,7-5,དབུ་མ། ས། 62,སློབ་དཔོན་ཞི་བ་འཚོ།,༠༧-ཞི་བ་འཚོ།,895-904,ས48བ-52བ,ས53ན-56བ,
218,དབུ་མའི་རྒྱན་གྱི་འགྲེལ་པ།,དབུ་མའི་རྒྱན་གྱི་འགྲེལ་པ,,7-6,དབུ་མ། ས། 62,སློབ་དཔོན་ཞི་བ་འཚོ།,༠༧-ཞི་བ་འཚོ།,906-975,ས52བ-84བ,ས56བ-84ན,
219,སྡོམ་པ་ཉི་ཤུ་པའི་འགྲེལ་པ།,སྡོམ་པ་ཉི་ཤུ་པའི་འགྲེལ་པ,,17-160,སེམས་ཙམ། ཧི། 78,སློབ་དཔོན་ཤཱནྟ་རཀྵི་ཏ།,༠༧-ཞི་བ་འཚོ།,451-494,ཀུ192བ8-213ན2,ཧི167བ6-184བ3,
220,རྩོད་པའི་རིགས་པའི་འགྲེལ་པ་དོན་རྣམ་པར་འབྱེད་པ།,རྩོད་པའི་རིགས་པའི་འགྲེལ་པ་དོན་རྣམ་པར་འབྱེད་པ,,7-10,ཚད་མ། ཞེ། 106,ཤཱནྟ་རཀྵི་ཏ།,༠༧-ཞི་བ་འཚོ།,137-377,ཚེ་21བ2-137ན8,ཞེ51ན2-151ན6,
221,དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།,དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ,,7-7,ཚད་མ། ཟེ། 107,སློབ་དཔོན་ཞི་བ་འཚོ།,༠༧-ཞི་བ་འཚོ།,3-326,འེ1བ-159བ,1བ-123ན,
222,མན་ངག་སྐུའི་སྒྲོན་མ།,མན་ངག་སྐུའི་སྒྲོན་མ,,8-1,རྒྱུད། ཞི། 26,ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1678-1680,ཙི276ན4-276བ5,ཞི260བ5-261ན5,
223,ཐེག་པ་གསུང་གི་སྒྲོན་མ།,ཐེག་པ་གསུང་གི་སྒྲོན་མ,,8-2,རྒྱུད། ཞི། 26,ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1681-1683,ཙི276བ6-277བ2,ཞི261ན5-261བ6,
224,ཡང་དག་ལྟ་བའི་སྒྲོན་མ།,ཡང་དག་ལྟ་བའི་སྒྲོན་མ,,8-3,རྒྱུད། ཞི། 26,ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1684-1686,ཙི277བ2-278བ1,ཞི261བ7-262ན5,
225,རིན་པོ་ཆེ་སྒྲོན་མ།,རིན་པོ་ཆེ་སྒྲོན་མ,,8-4,རྒྱུད། ཞི། 26,ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1687-1689,ཙི278ན2-278བ5,ཞི262ན1-262བ6,
226,མཉམ་ཉིད་གཞིའི་སྒྲོན་མ།,མཉམ་ཉིད་གཞིའི་སྒྲོན་མ,,8-5,རྒྱུད། ཞི། 26,ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1690-1692,ཙི278བ5-279བ5,ཞི262བ6-263བ3,
227,མཐར་ཐུག་འབྲས་བུའི་སྒྲོན་མ་ཞེས་བྱ་བ།,མཐར་ཐུག་འབྲས་བུའི་སྒྲོན་མ,,8-6,རྒྱུད། ཞི 26,ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1694-1695,ཙི279བ-280ན,ཞི263བ-263བ,
228,བྱང་ཆུབ་སྤྱོད་པའི་སྒྲོན་མ་ཞེས་བྱ་བ།,བྱང་ཆུབ་སྤྱོད་པའི་སྒྲོན་མ,,8-7,རྒྱུད། ཞི 26,ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1696-1698,ཙི280ན-280བ,ཞི263བ-264བ,
229,རྣལ་འབྱོར་ལམ་གྱི་སྒྲོན་མ་ཞེས་བྱ་བ།,རྣལ་འབྱོར་ལམ་གྱི་སྒྲོན་མ,,8-8,རྒྱུད། ཞི 26,ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1699-1701,ཙི280བ-281བ,ཞི264བ-265ན,
230,གསང་བ་ཐུགས་ཀྱི་སྒྲོན་མ་ཞེས་བྱ་བ།,གསང་བ་ཐུགས་ཀྱི་སྒྲོན་མ,,8-9,རྒྱུད། ཞི 26,ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1702-1704,ཙི281བ-282བ,ཞི265ན-265བ,
231,མཎྜལ་གྱི་ཆོ་ག་ཞེས་བྱ་བ།,མཎྜལ་གྱི་ཆོ་ག,,8-10,རྒྱུད། ཞི 26,ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1705-1707,ཙི282བ-283ན,ཞི265བ-266བ,
232,དེ་ཁོ་ན་ཉིད་ཕྱག་རྒྱ་ཆེན་པོ་ཡི་གེ་མེད་པའི་མན་ངག,དེ་ཁོ་ན་ཉིད་ཕྱག་རྒྱ་ཆེན་པོ་ཡི་གེ་མེད་པའི་མན་ངག,,8-11,རྒྱུད། ཞི 26,ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1708-1711,ཙི283ན-284བ,ཞི266བ-267བ,
233,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྒྲུབ་ཐབས།,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྒྲུབ་ཐབས,,8-12,རྒྱུད། ཞི 26,ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1712-1714,ཙི284བ-285ན,ཞི267བ-268ན,
234,རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས།,རྗེ་བཙུན་འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས,,8-13,རྒྱུད། ཞི 26,ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1715-1718,ཙི285ན-286བ,ཞི268ན-269ན,
235,རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས།,རྡོ་རྗེ་ཕག་མོའི་སྒྲུབ་ཐབས,,8-14,རྒྱུད། ཞི 26,ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1719-1721,ཙི286བ-287ན,ཞི269ན-269བ,
236,འཇམ་པ་ཁྲོ་བོར་སྒྲུབ་པ།,འཇམ་པ་ཁྲོ་བོར་སྒྲུབ་པ,,8-15,རྒྱུད། ཞི 26,ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1722-1219,ཙི287ན-288ན,ཞི269བ-270ན,
237,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་བརྒྱ་པ་རྒྱ་ཆེར་བཤད་པ།,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་བརྒྱ་པ་རྒྱ་ཆེར་བཤད་པ,,8-27,ཤེས་ཕྱིན། མ 56,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1030-1243,མ105ན-209བ,མ89ན-178ན,
238,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་རྒྱ་ཆེར་འགྲེལ་པ།,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་རྒྱ་ཆེར་འགྲེལ་པ,,8-17,ཤེས་ཕྱིན། མ 56,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།,༠༨-ཀ་མ་ལ་ཤཱི་ལ།,1321-1481,མ109བ-285བ,མ204ན-267ན,
